"L=11;{hx,hz,J}={1.,2.5,ConstantArray[1.,L-1]};SeedRandom[32371];ψ0E=Table[RandomChainProductState[L-1],3];Superoperator[t,ψ0E[[3]],eigenvalsH,eigenvecsH,L];"
"{1.0000000000069273, 0, 0, 0}","{0, 1.0000000000058697, 0, 0}","{0, 0, 1.0000000000058697, 0}","{0, 0, 0, 1.0000000000048122}"
"{0.8949705668459538, 0.17606951455281672 - 0.16847386601491454*I, 0.17606951455281672 + 0.16847386601491454*I, 0.10221149627530092}","{0.17438935455886903 - 0.18346120946943*I, -0.04602559973335432 + 0.6193867190376158*I, 0.07246112508385663 + 0.019707560344295594*I, -0.21821533572415652 + 0.07575844234750206*I}","{0.17438935455886903 + 0.18346120946943*I, 0.07246112508385663 - 0.019707560344295594*I, -0.04602559973335432 - 0.6193867190376158*I, -0.21821533572415652 - 0.07575844234750206*I}","{0.10502943315786321, -0.17606951455170938 + 0.1684738660161981*I, -0.17606951455170938 - 0.1684738660161981*I, 0.8977885037267801}"
"{0.9316048049962253, 0.10798477980609424 - 0.16030478682169444*I, 0.10798477980609424 + 0.16030478682169444*I, 0.08359893679653635}","{0.09358797542784589 - 0.17548941691845885*I, 0.33976651244193223 + 0.6661369404599092*I, 0.0438789759412498 + 0.015267819607788523*I, -0.16883884930055928 + 0.10487983001756399*I}","{0.09358797542784589 + 0.17548941691845885*I, 0.0438789759412498 - 0.015267819607788523*I, 0.33976651244193223 - 0.6661369404599092*I, -0.16883884930055928 - 0.10487983001756399*I}","{0.06839519500774031, -0.10798477980442649 + 0.16030478682099877*I, -0.10798477980442649 - 0.16030478682099877*I, 0.91640106320126}"
"{0.9620620424237839, 0.048908577064415 - 0.10963267064107168*I, 0.048908577064415 + 0.10963267064107168*I, 0.06325983454047772}","{0.020535077404920544 - 0.1216335434951242*I, 0.7173579828614267 + 0.4435115838231026*I, 0.018830049068060725 + 0.011107130874365649*I, -0.09904978699768097 + 0.0897509964907113*I}","{0.020535077404920544 + 0.1216335434951242*I, 0.018830049068060725 - 0.011107130874365649*I, 0.7173579828614267 - 0.4435115838231026*I, -0.09904978699768097 - 0.0897509964907113*I}","{0.03793795758318151, -0.048908577061399956 + 0.10963267063853306*I, -0.048908577061399956 - 0.10963267063853306*I, 0.9367401654623557}"
"{0.9778477380106395, 0.024643186699227916 - 0.0277840991784239*I, 0.024643186699227916 + 0.0277840991784239*I, 0.051094952742168714}","{-0.016430484637562314 - 0.032322337054992406*I, 0.8945621968269546 - 0.004809772015631812*I, 0.0065214898505514644 + 0.009986395116966883*I, -0.04596958304250846 + 0.024812956380381716*I}","{-0.016430484637562314 + 0.032322337054992406*I, 0.0065214898505514644 - 0.009986395116966883*I, 0.8945621968269546 + 0.004809772015631812*I, -0.04596958304250846 - 0.024812956380381716*I}","{0.02215226199811469, -0.024643186695920284 + 0.02778409917784888*I, -0.024643186695920284 - 0.02778409917784888*I, 0.9489050472604053}"
"{0.9745959012410075, 0.04938679028108689 + 0.056303652809088514*I, 0.04938679028108689 - 0.056303652809088514*I, 0.05499836846316612}","{0.0001531778988894915 + 0.06265384507920252*I, 0.7460353594283358 - 0.4999424880886701*I, 0.012813176865890771 + 0.012259739141160225*I, -0.04362839155108321 - 0.06437284464505959*I}","{0.0001531778988894915 - 0.06265384507920252*I, 0.012813176865890771 - 0.012259739141160225*I, 0.7460353594283358 + 0.4999424880886701*I, -0.04362839155108321 + 0.06437284464505959*I}","{0.025404098763780483, -0.049386790276047046 - 0.056303652811184685*I, -0.049386790276047046 + 0.056303652811184685*I, 0.9450016315397489}"
"{0.9548845767439036, 0.11579018820727653 + 0.10824975190797581*I, 0.11579018820727653 - 0.10824975190797581*I, 0.0754676853021134}","{0.06469165672395895 + 0.1265828595094049*I, 0.3022488667802458 - 0.8074109548681532*I, 0.03605383397244618 + 0.015985405943551634*I, -0.09885164462545544 - 0.13323696294501836*I}","{0.06469165672395895 - 0.1265828595094049*I, 0.03605383397244618 - 0.015985405943551634*I, 0.3022488667802458 + 0.8074109548681532*I, -0.09885164462545544 + 0.13323696294501836*I}","{0.04511542325782654, -0.11579018820219544 - 0.10824975191047634*I, -0.11579018820219544 + 0.10824975191047634*I, 0.9245323147022364}"
"{0.9277249548674114, 0.1958691814521692 + 0.10576711506731856*I, 0.1958691814521692 - 0.10576711506731856*I, 0.10449706509807753}","{0.14845239681479025 + 0.13503852128393007*I, -0.24459353534150685 - 0.7662600631921557*I, 0.06690001466794473 + 0.018974426610384554*I, -0.1845038994260756 - 0.14635188975349053*I}","{0.14845239681479025 - 0.13503852128393007*I, 0.06690001466794473 - 0.018974426610384554*I, -0.24459353534150685 + 0.7662600631921557*I, -0.1845038994260756 + 0.14635188975349053*I}","{0.0722750451348937, -0.1958691814476982 - 0.10576711506946077*I, -0.1958691814476982 + 0.10576711506946077*I, 0.8955029349056058}"
"{0.9044703987094256, 0.2539255382592772 + 0.05143117860614381*I, 0.2539255382592772 - 0.05143117860614381*I, 0.13001710438959274}","{0.21365023261000343 + 0.09043062938188248*I, -0.6347704376925392 - 0.39062281352762956*I, 0.09295301409405585 + 0.0207641133694981*I, -0.2573714776094276 - 0.10076397750617695*I}","{0.21365023261000343 - 0.09043062938188248*I, 0.09295301409405585 - 0.0207641133694981*I, -0.6347704376925392 + 0.39062281352762956*I, -0.2573714776094276 + 0.10076397750617695*I}","{0.0955296012943324, -0.2539255382577855 - 0.05143117860821597*I, -0.2539255382577855 + 0.05143117860821597*I, 0.8699828956118747}"
"{0.8931913047190452, 0.26500456564255737 - 0.027851346204414124*I, 0.26500456564255737 + 0.027851346204414124*I, 0.1427936262658409}","{0.23452570682086604 + 0.021588421443431264*I, -0.6877587481469696 + 0.12768802369741322*I, 0.10534646907091619 + 0.02249072464498145*I, -0.28737139522915606 - 0.02531511970816444*I}","{0.23452570682086604 - 0.021588421443431264*I, 0.10534646907091619 - 0.02249072464498145*I, -0.6877587481469696 - 0.12768802369741322*I, -0.28737139522915606 + 0.02531511970816444*I}","{0.10680869528676676, -0.26500456564194586 + 0.02785134620191054*I, -0.26500456564194586 - 0.02785134620191054*I, 0.8572063737354634}"
"{0.8948595710513554, 0.22787761922961514 - 0.0953566577927033*I, 0.22787761922961514 + 0.0953566577927033*I, 0.14066414514419917}","{0.211835383865844 - 0.03309835860013953*I, -0.4072327830981658 + 0.5287402547232908*I, 0.1027204200940368 + 0.02481903693152474*I, -0.2738369767873571 + 0.0429486164915241*I}","{0.211835383865844 + 0.03309835860013953*I, 0.1027204200940368 - 0.02481903693152474*I, -0.4072327830981658 - 0.5287402547232908*I, -0.2738369767873571 - 0.0429486164915241*I}","{0.10514042895476464, -0.227877619228948 + 0.09535665779071728*I, -0.227877619228948 - 0.09535665779071728*I, 0.8593358548576808}"
"{0.9037284006716801, 0.16432856632873172 - 0.12421723617406595*I, 0.16432856632873172 + 0.12421723617406595*I, 0.12754482232402414}","{0.17041575747155474 - 0.04818523295982013*I, 0.030088814170419337 + 0.6355405915425156*I, 0.09023978948067475 + 0.026524381347495414*I, -0.2371963605227831 + 0.0830301901975575*I}","{0.17041575747155474 + 0.04818523295982013*I, 0.09023978948067475 - 0.026524381347495414*I, 0.030088814170419337 - 0.6355405915425156*I, -0.2371963605227831 - 0.0830301901975575*I}","{0.09627159933359353, -0.16432856632699322 + 0.12421723617131533*I, -0.16432856632699322 - 0.12421723617131533*I, 0.8724551776797256}"
"{0.9114643055204134, 0.10570108163678466 - 0.11002232932072872*I, 0.10570108163678466 + 0.11002232932072872*I, 0.10934223096577708}","{0.1422363985572916 - 0.024017664800175434*I, 0.388754510635534 + 0.44330528374838685*I, 0.07537332655232519 + 0.025632700395101096*I, -0.19906004106071223 + 0.0951001253214206*I}","{0.1422363985572916 + 0.024017664800175434*I, 0.07537332655232519 - 0.025632700395101096*I, 0.388754510635534 - 0.44330528374838685*I, -0.19906004106071223 - 0.0951001253214206*I}","{0.0885356944840264, -0.10570108163596643 + 0.11002232932025806*I, -0.10570108163596643 - 0.11002232932025806*I, 0.8906577690386915}"
"{0.9122014134269668, 0.07575596530769452 - 0.06984996100228821*I, 0.07575596530769452 + 0.06984996100228821*I, 0.0906549375182215}","{0.14754150656009515 + 0.016921966235585534*I, 0.5068906759715264 + 0.09971750596962575*I, 0.06386888749396502 + 0.02161887542871411*I, -0.17075370631438772 + 0.08989521973511717*I}","{0.14754150656009515 - 0.016921966235585534*I, 0.06386888749396502 - 0.02161887542871411*I, 0.5068906759715264 - 0.09971750596962575*I, -0.17075370631438772 - 0.08989521973511717*I}","{0.08779858657648772, -0.07575596530733178 + 0.0698499610033912*I, -0.07575596530733178 - 0.0698499610033912*I, 0.9093450624848614}"
"{0.9055672219715184, 0.07969130381699988 - 0.030287355666269472*I, 0.07969130381699988 + 0.030287355666269472*I, 0.07379013210606762}","{0.18516358096258054 + 0.045139981046404404*I, 0.36928530331382414 - 0.19192471102464925*I, 0.05776814912752218 + 0.015941324411573747*I, -0.15382698328865063 + 0.07847565112634532*I}","{0.18516358096258054 - 0.045139981046404404*I, 0.05776814912752218 - 0.015941324411573747*I, 0.36928530331382414 + 0.19192471102464925*I, -0.15382698328865063 - 0.07847565112634532*I}","{0.09443277803135405, -0.07969130381451334 + 0.03028735566555879*I, -0.07969130381451334 - 0.03028735566555879*I, 0.926209867895142}"
"{0.8963570019523459, 0.10412132108120453 - 0.012248023391146723*I, 0.10412132108120453 + 0.012248023391146723*I, 0.05917459068395728}","{0.23522369733573353 + 0.04089139021697233*I, 0.09648696143767996 - 0.2836323684158686*I, 0.0554114297566291 + 0.010728990407977208*I, -0.1435241195499545 + 0.06820549251713003*I}","{0.23522369733573353 - 0.04089139021697233*I, 0.0554114297566291 - 0.010728990407977208*I, 0.09648696143767996 + 0.2836323684158686*I, -0.1435241195499545 - 0.06820549251713003*I}","{0.10364299805040257, -0.10412132107888304 + 0.012248023389960505*I, -0.10412132107888304 - 0.012248023389960505*I, 0.9408254093198452}"
"{0.8914180770576616, 0.1266644299185953 - 0.020577563422946685*I, 0.1266644299185953 + 0.020577563422946685*I, 0.04632588456020237}","{0.2712340231529315 + 0.004192385217691538*I, -0.13306954933058812 - 0.15356592798040547*I, 0.05307040528920759 + 0.00747088411416835*I, -0.13195029499978345 + 0.06040000789492764*I}","{0.2712340231529315 - 0.004192385217691538*I, 0.05307040528920759 - 0.00747088411416835*I, -0.13306954933058812 + 0.15356592798040547*I, -0.13195029499978345 - 0.06040000789492764*I}","{0.10858192294371742, -0.12666442991555082 + 0.0205775634225326*I, -0.12666442991555082 - 0.0205775634225326*I, 0.9536741154456196}"
"{0.8956257553777598, 0.12923586727270733 - 0.04329818178616251*I, 0.12923586727270733 + 0.04329818178616251*I, 0.03523006502358411}","{0.2748734976310566 - 0.04643963250740888*I, -0.18450866548978895 + 0.09527541208921472*I, 0.04769055660133602 + 0.006590392268011877*I, -0.11407363714796839 + 0.04926525222411238*I}","{0.2748734976310566 + 0.04643963250740888*I, 0.04769055660133602 - 0.006590392268011877*I, -0.18450866548978895 - 0.09527541208921472*I, -0.11407363714796839 - 0.04926525222411238*I}","{0.10437424462691414, -0.1292358672704948 + 0.043298181783709214*I, -0.1292358672704948 - 0.043298181783709214*I, 0.9647699349810193}"
"{0.9091920641745015, 0.10759297488568732 - 0.060098721826373755*I, 0.10759297488568732 + 0.060098721826373755*I, 0.027390572895555788}","{0.24527881658590994 - 0.08530763351476574*I, -0.03554074203346774 + 0.30485810496535887*I, 0.039231576147457606 + 0.0073312815877844325*I, -0.09408311600591207 + 0.026831200585578648*I}","{0.24527881658590994 + 0.08530763351476574*I, 0.039231576147457606 - 0.0073312815877844325*I, -0.03554074203346774 - 0.30485810496535887*I, -0.09408311600591207 - 0.026831200585578648*I}","{0.09080793583241628, -0.10759297488388744 + 0.060098721824266794*I, -0.10759297488388744 - 0.060098721824266794*I, 0.9726094271099349}"
"{0.9276879163268883, 0.07221119594208086 - 0.05445114442982758*I, 0.07221119594208086 + 0.05445114442982758*I, 0.025336789237682338}","{0.19764711556734507 - 0.0938213170147928*I, 0.2259651286652758 + 0.3558698273668325*I, 0.03081388976113028 + 0.007715234576479164*I, -0.08379908121212813 - 0.007784188207206919*I}","{0.19764711556734507 + 0.0938213170147928*I, 0.03081388976113028 - 0.007715234576479164*I, 0.2259651286652758 - 0.3558698273668325*I, -0.08379908121212813 + 0.007784188207206919*I}","{0.07231208367927049, -0.07221119594025122 + 0.05445114442692638*I, -0.07221119594025122 - 0.05445114442692638*I, 0.9746632107668857}"
"{0.9444503227515282, 0.041159026721887 - 0.02190578429568613*I, 0.041159026721887 + 0.02190578429568613*I, 0.03068489335759262}","{0.15296068242073374 - 0.06875422906077393*I, 0.4678079237640751 + 0.22412525189181048*I, 0.02657127438470326 + 0.0053678517833560535*I, -0.09177530144825352 - 0.04502734206895286*I}","{0.15296068242073374 + 0.06875422906077393*I, 0.02657127438470326 - 0.0053678517833560535*I, 0.4678079237640751 - 0.22412525189181048*I, -0.09177530144825352 + 0.04502734206895286*I}","{0.05554967725479157, -0.04115902672314006 + 0.021905784294117648*I, -0.04115902672314006 - 0.021905784294117648*I, 0.9693151066432351}"
"{0.9536198509192584, 0.03058916829194673 + 0.029431818839229622*I, 0.03058916829194673 - 0.029431818839229622*I, 0.04272730829002681}","{0.12709377422945997 - 0.020322913113230014*I, 0.5878850666507742 - 0.0312946636946973*I, 0.029223581661144388 - 0.0004922267954207368*I, -0.11463388119096657 - 0.07331639485632574*I}","{0.12709377422945997 + 0.020322913113230014*I, 0.029223581661144388 + 0.0004922267954207368*I, 0.5878850666507742 + 0.0312946636946973*I, -0.11463388119096657 + 0.07331639485632574*I}","{0.04638014908543067, -0.030589168291806274 - 0.029431818840361085*I, -0.030589168291806274 + 0.029431818840361085*I, 0.9572726917097946}"
"{0.9520949629615951, 0.0486109184250029 + 0.08405846873589465*I, 0.0486109184250029 - 0.08405846873589465*I, 0.05920592418821008}","{0.12677455934358467 + 0.03538217859910499*I, 0.5440262269904343 - 0.3183779649722802*I, 0.039335229685962037 - 0.007647564729015956*I, -0.14204854023488003 - 0.08982983988147289*I}","{0.12677455934358467 - 0.03538217859910499*I, 0.039335229685962037 + 0.007647564729015956*I, 0.5440262269904343 + 0.3183779649722802*I, -0.14204854023488003 + 0.08982983988147289*I}","{0.04790503704301818, -0.04861091842490982 - 0.08405846873954304*I, -0.04861091842490982 + 0.08405846873954304*I, 0.9407940758116486}"
"{0.9400826182006773, 0.09373651489650667 + 0.12487707798091863*I, 0.09373651489650667 - 0.12487707798091863*I, 0.0782017503765669}","{0.1513595531907282 + 0.0819056449331382*I, 0.3432325667571031 - 0.5466797591615913*I, 0.05599272957464839 - 0.012222253958724874*I, -0.16953418376585833 - 0.09930598773023885*I}","{0.1513595531907282 - 0.0819056449331382*I, 0.05599272957464839 + 0.012222253958724874*I, 0.3432325667571031 + 0.5466797591615913*I, -0.16953418376585833 + 0.09930598773023885*I}","{0.059917381803481794, -0.09373651489322274 - 0.12487707798288783*I, -0.09373651489322274 + 0.12487707798288783*I, 0.9217982496258084}"
"{0.9209295662621011, 0.15559121129552617 + 0.13766259203156214*I, 0.15559121129552617 - 0.13766259203156214*I, 0.09851301797395208}","{0.1940045922253383 + 0.10464067290383228*I, 0.03322530737178922 - 0.6368012879821804*I, 0.07712304303922415 - 0.011975271606614091*I, -0.20167636377267845 - 0.10213286265708886*I}","{0.1940045922253383 - 0.10464067290383228*I, 0.07712304303922415 + 0.011975271606614091*I, 0.03322530737178922 + 0.6368012879821804*I, -0.20167636377267845 + 0.10213286265708886*I}","{0.0790704337406211, -0.15559121128903028 - 0.13766259203129924*I, -0.15559121128903028 + 0.13766259203129924*I, 0.9014869820271433}"
"{0.9004569424888922, 0.21701177445795322 + 0.11545500273490615*I, 0.21701177445795322 - 0.11545500273490615*I, 0.11795316838806925}","{0.2410087509175724 + 0.09428607189766178*I, -0.2943540544116625 - 0.5383205495318895*I, 0.09883511196300968 - 0.008173319017719964*I, -0.24095663938626474 - 0.08837197450408728*I}","{0.2410087509175724 - 0.09428607189766178*I, 0.09883511196300968 + 0.008173319017719964*I, -0.2943540544116625 + 0.5383205495318895*I, -0.24095663938626474 + 0.08837197450408728*I}","{0.09954305751210941, -0.21701177445602726 - 0.11545500273450093*I, -0.21701177445602726 + 0.11545500273450093*I, 0.8820468316142434}"
"{0.8853625826539957, 0.2589036667152003 + 0.06258237895365415*I, 0.2589036667152003 - 0.06258237895365415*I, 0.13198730683876436}","{0.27420290491852845 + 0.05217432570525339*I, -0.5212267569380933 - 0.2630274828931534*I, 0.11524164499888295 - 0.004305034029920586*I, -0.27664476767060603 - 0.04699899625798749*I}","{0.27420290491852845 - 0.05217432570525339*I, 0.11524164499888295 + 0.004305034029920586*I, -0.5212267569380933 + 0.2630274828931534*I, -0.27664476767060603 + 0.04699899625798749*I}","{0.11463741734470903, -0.25890366671520715 - 0.06258237895361232*I, -0.25890366671520715 + 0.06258237895361232*I, 0.868012693169373}"
"{0.8807851945776998, 0.2675612907500734 - 0.004802301521321783*I, 0.2675612907500734 + 0.004802301521321783*I, 0.13504778253784067}","{0.2781331760047486 - 0.007605206546300095*I, -0.550995843437149 + 0.10092845783688814*I, 0.1202927122938279 - 0.0032673337569637077*I, -0.2879120176944783 + 0.019251746082140288*I}","{0.2781331760047486 + 0.007605206546300095*I, 0.1202927122938279 + 0.0032673337569637077*I, -0.550995843437149 - 0.10092845783688814*I, -0.2879120176944783 - 0.019251746082140288*I}","{0.11921480542478458, -0.26756129075095925 + 0.004802301519469827*I, -0.26756129075095925 - 0.004802301519469827*I, 0.8649522174652728}"
"{0.8880765633055111, 0.24112445104621014 - 0.0636979129930904*I, 0.24112445104621014 + 0.0636979129930904*I, 0.1240472254373364}","{0.24784223245108816 - 0.06247307519965224*I, -0.3591969419807032 + 0.415779956509983*I, 0.11108282347079751 - 0.005457757703485796*I, -0.25903111452509076 + 0.08875409368115483*I}","{0.24784223245108816 + 0.06247307519965224*I, 0.11108282347079751 + 0.005457757703485796*I, -0.3591969419807032 - 0.415779956509983*I, -0.25903111452509076 - 0.08875409368115483*I}","{0.11192343670116352, -0.24112445104770636 + 0.06369791299150517*I, -0.24112445104770636 - 0.06369791299150517*I, 0.8759527745638503}"
