hz,J,promedio temporal de 0 a 100 del valor esperado de Haar de la pureza de Choi
0.4,0.7,0.331117
0.4,0.8,0.327299
0.4,0.9,0.323135
0.4,1.,0.320046
0.4,1.1,0.319764
0.4,1.2,0.32109
0.4,1.3,0.321199
0.4,1.4,0.323079
0.4,1.5,0.329909
0.4,1.6,0.336002
0.4,1.7,0.343552
0.4,1.8,0.351984
0.4,1.9,0.352568
0.4,2.,0.359027
0.4,2.1,0.370574
0.4,2.2,0.380677
0.4,2.3,0.382961
0.4,2.4,0.385021
0.4,2.5,0.392209
0.4,2.6,0.402563
0.4,2.7,0.415109
0.4,2.8,0.426246
0.4,2.9,0.437625
0.4,3.,0.450718
0.5,0.,1.
0.5,0.1,0.400336
0.5,0.2,0.365058
0.5,0.3,0.353133
0.5,0.4,0.347918
0.5,0.5,0.34062
0.5,0.6,0.333721
0.5,0.7,0.330186
0.5,0.8,0.326919
0.5,0.9,0.323069
0.5,1.,0.320293
0.5,1.1,0.320365
0.5,1.2,0.321121
0.5,1.3,0.321314
0.5,1.4,0.323711
0.5,1.5,0.328118
0.5,1.6,0.330318
0.5,1.7,0.336029
0.5,1.8,0.338999
0.5,1.9,0.345641
0.5,2.,0.354529
0.5,2.1,0.362576
0.5,2.2,0.361716
0.5,2.3,0.368617
0.5,2.4,0.376089
0.5,2.5,0.383546
0.5,2.6,0.395245
0.5,2.7,0.40871
0.5,2.8,0.421146
0.5,2.9,0.434849
0.5,3.,0.45072
0.6,0.,1.
0.6,0.1,0.411259
0.6,0.2,0.370265
0.6,0.3,0.353529
0.6,0.4,0.347509
0.6,0.5,0.34097
0.6,0.6,0.333707
0.6,0.7,0.330769
0.6,0.8,0.328007
0.6,0.9,0.324627
0.6,1.,0.32242
0.6,1.1,0.321381
0.6,1.2,0.321896
0.6,1.3,0.322338
0.6,1.4,0.324654
0.6,1.5,0.326686
0.6,1.6,0.329626
0.6,1.7,0.33059
0.6,1.8,0.332525
0.6,1.9,0.337523
0.6,2.,0.347673
0.6,2.1,0.353864
0.6,2.2,0.356588
0.6,2.3,0.361418
0.6,2.4,0.36385
0.6,2.5,0.366288
0.6,2.6,0.38232
0.6,2.7,0.39614
0.6,2.8,0.409094
0.6,2.9,0.424396
0.6,3.,0.440144
0.7,0.,1.
0.7,0.1,0.429579
0.7,0.2,0.374516
0.7,0.3,0.354031
0.7,0.4,0.346977
0.7,0.5,0.341088
0.7,0.6,0.337702
0.7,0.7,0.332903
0.7,0.8,0.327889
0.7,0.9,0.325018
0.7,1.,0.322993
0.7,1.1,0.322377
0.7,1.2,0.322717
0.7,1.3,0.322527
0.7,1.4,0.324343
0.7,1.5,0.326292
0.7,1.6,0.327785
0.7,1.7,0.330915
0.7,1.8,0.330186
0.7,1.9,0.333689
0.7,2.,0.339744
0.7,2.1,0.346482
0.7,2.2,0.351586
0.7,2.3,0.35396
0.7,2.4,0.361576
0.7,2.5,0.366938
0.7,2.6,0.375024
0.7,2.7,0.380346
0.7,2.8,0.388417
0.7,2.9,0.40671
0.7,3.,0.42259
0.8,0.,1.
0.8,0.1,0.419797
0.8,0.2,0.376791
0.8,0.3,0.360571
0.8,0.4,0.351757
0.8,0.5,0.345195
0.8,0.6,0.341971
0.8,0.7,0.335619
0.8,0.8,0.331909
0.8,0.9,0.33013
0.8,1.,0.331252
0.8,1.1,0.327805
0.8,1.2,0.326822
0.8,1.3,0.327287
0.8,1.4,0.330043
0.8,1.5,0.331118
0.8,1.6,0.333352
0.8,1.7,0.337095
0.8,1.8,0.34036
0.8,1.9,0.34273
0.8,2.,0.344661
0.8,2.1,0.349611
0.8,2.2,0.353459
0.8,2.3,0.356868
0.8,2.4,0.362511
0.8,2.5,0.366451
0.8,2.6,0.373044
0.8,2.7,0.379818
0.8,2.8,0.389583
0.8,2.9,0.403094
0.8,3.,0.408405
0.9,0.,1.
0.9,0.1,0.420012
0.9,0.2,0.384555
0.9,0.3,0.370403
0.9,0.4,0.363271
0.9,0.5,0.356867
0.9,0.6,0.350125
0.9,0.7,0.347212
0.9,0.8,0.341421
0.9,0.9,0.337438
0.9,1.,0.336067
0.9,1.1,0.334634
0.9,1.2,0.333616
0.9,1.3,0.332377
0.9,1.4,0.334648
0.9,1.5,0.335181
0.9,1.6,0.337293
0.9,1.7,0.339503
0.9,1.8,0.339202
0.9,1.9,0.344274
0.9,2.,0.349588
0.9,2.1,0.351104
0.9,2.2,0.353238
0.9,2.3,0.362813
0.9,2.4,0.369645
0.9,2.5,0.374591
0.9,2.6,0.37505
0.9,2.7,0.378882
0.9,2.8,0.385473
0.9,2.9,0.391583
0.9,3.,0.400568
1.,0.,1.
1.,0.1,0.445987
1.,0.2,0.392732
1.,0.3,0.383394
1.,0.4,0.373354
1.,0.5,0.364626
1.,0.6,0.359477
1.,0.7,0.359083
1.,0.8,0.357323
1.,0.9,0.352418
1.,1.,0.351032
1.,1.1,0.343973
1.,1.2,0.340112
1.,1.3,0.337401
1.,1.4,0.338107
1.,1.5,0.339838
1.,1.6,0.339088
1.,1.7,0.341792
1.,1.8,0.344662
1.,1.9,0.348916
1.,2.,0.351414
1.,2.1,0.352152
1.,2.2,0.353215
1.,2.3,0.361749
1.,2.4,0.361704
1.,2.5,0.377437
1.,2.6,0.382542
1.,2.7,0.390929
1.,2.8,0.395097
1.,2.9,0.396772
1.,3.,0.395483
1.1,0.,1.
1.1,0.1,0.484891
1.1,0.2,0.412485
1.1,0.3,0.395275
1.1,0.4,0.385599
1.1,0.5,0.383221
1.1,0.6,0.375132
1.1,0.7,0.365773
1.1,0.8,0.361722
1.1,0.9,0.35785
1.1,1.,0.358074
1.1,1.1,0.355294
1.1,1.2,0.354517
1.1,1.3,0.352316
1.1,1.4,0.35043
1.1,1.5,0.349072
1.1,1.6,0.343819
1.1,1.7,0.346792
1.1,1.8,0.346698
1.1,1.9,0.350054
1.1,2.,0.356694
1.1,2.1,0.357065
1.1,2.2,0.35514
1.1,2.3,0.359984
1.1,2.4,0.362378
1.1,2.5,0.366521
1.1,2.6,0.37661
1.1,2.7,0.386894
1.1,2.8,0.395492
1.1,2.9,0.40255
1.1,3.,0.41008
1.2,0.,1.
1.2,0.1,0.52702
1.2,0.2,0.440049
1.2,0.3,0.410523
1.2,0.4,0.398085
1.2,0.5,0.393525
1.2,0.6,0.387414
1.2,0.7,0.385632
1.2,0.8,0.376636
1.2,0.9,0.365283
1.2,1.,0.36288
1.2,1.1,0.366616
1.2,1.2,0.362174
1.2,1.3,0.364328
1.2,1.4,0.36227
1.2,1.5,0.358472
1.2,1.6,0.351324
1.2,1.7,0.353898
1.2,1.8,0.352835
1.2,1.9,0.354133
1.2,2.,0.360107
1.2,2.1,0.357886
1.2,2.2,0.357537
1.2,2.3,0.361802
1.2,2.4,0.359514
1.2,2.5,0.366913
1.2,2.6,0.367855
1.2,2.7,0.36904
1.2,2.8,0.387195
1.2,2.9,0.398967
1.2,3.,0.408591
1.3,0.,1.
1.3,0.1,0.565308
1.3,0.2,0.478933
1.3,0.3,0.432085
1.3,0.4,0.415161
1.3,0.5,0.406783
1.3,0.6,0.400976
1.3,0.7,0.394804
1.3,0.8,0.387775
1.3,0.9,0.387071
1.3,1.,0.379206
1.3,1.1,0.370511
1.3,1.2,0.372518
1.3,1.3,0.370173
1.3,1.4,0.374399
1.3,1.5,0.369245
1.3,1.6,0.360782
1.3,1.7,0.362029
1.3,1.8,0.354206
1.3,1.9,0.366712
1.3,2.,0.365552
1.3,2.1,0.36425
1.3,2.2,0.362363
1.3,2.3,0.360568
1.3,2.4,0.36164
1.3,2.5,0.364185
1.3,2.6,0.36602
1.3,2.7,0.375368
1.3,2.8,0.375343
1.3,2.9,0.378108
1.3,3.,0.401695
1.4,0.,1.
1.4,0.1,0.598008
1.4,0.2,0.519686
1.4,0.3,0.464779
1.4,0.4,0.43868
1.4,0.5,0.422423
1.4,0.6,0.42033
1.4,0.7,0.405583
1.4,0.8,0.398715
1.4,0.9,0.400725
1.4,1.,0.391291
1.4,1.1,0.391232
1.4,1.2,0.377501
1.4,1.3,0.37812
1.4,1.4,0.38064
1.4,1.5,0.379012
1.4,1.6,0.380156
1.4,1.7,0.369415
1.4,1.8,0.366097
1.4,1.9,0.358659
1.4,2.,0.369568
1.4,2.1,0.36979
1.4,2.2,0.371066
1.4,2.3,0.3675
1.4,2.4,0.371159
1.4,2.5,0.367283
1.4,2.6,0.369636
1.4,2.7,0.370473
1.4,2.8,0.37482
1.4,2.9,0.385607
1.4,3.,0.382464
1.5,0.,1.
1.5,0.1,0.625415
1.5,0.2,0.553488
1.5,0.3,0.504428
1.5,0.4,0.46362
1.5,0.5,0.445594
1.5,0.6,0.439122
1.5,0.7,0.418214
1.5,0.8,0.41789
1.5,0.9,0.413282
1.5,1.,0.39967
1.5,1.1,0.399482
1.5,1.2,0.399277
1.5,1.3,0.388496
1.5,1.4,0.381864
1.5,1.5,0.387781
1.5,1.6,0.388493
1.5,1.7,0.386711
1.5,1.8,0.375766
1.5,1.9,0.370262
1.5,2.,0.367948
1.5,2.1,0.375421
1.5,2.2,0.378618
1.5,2.3,0.377966
1.5,2.4,0.379811
1.5,2.5,0.381513
1.5,2.6,0.378081
1.5,2.7,0.378579
1.5,2.8,0.378041
1.5,2.9,0.380736
1.5,3.,0.38818
1.6,0.,1.
1.6,0.1,0.646564
1.6,0.2,0.578713
1.6,0.3,0.542033
1.6,0.4,0.49762
1.6,0.5,0.472244
1.6,0.6,0.458389
1.6,0.7,0.434165
1.6,0.8,0.429532
1.6,0.9,0.426747
1.6,1.,0.414989
1.6,1.1,0.403548
1.6,1.2,0.404409
1.6,1.3,0.398432
1.6,1.4,0.395977
1.6,1.5,0.385414
1.6,1.6,0.394778
1.6,1.7,0.396208
1.6,1.8,0.390679
1.6,1.9,0.381245
1.6,2.,0.376368
1.6,2.1,0.36951
1.6,2.2,0.380423
1.6,2.3,0.388057
1.6,2.4,0.39119
1.6,2.5,0.393927
1.6,2.6,0.39449
1.6,2.7,0.393615
1.6,2.8,0.388656
1.6,2.9,0.393031
1.6,3.,0.390082
1.7,0.,1.
1.7,0.1,0.662755
1.7,0.2,0.597175
1.7,0.3,0.570602
1.7,0.4,0.531862
1.7,0.5,0.504078
1.7,0.6,0.475607
1.7,0.7,0.454683
1.7,0.8,0.44518
1.7,0.9,0.437592
1.7,1.,0.429212
1.7,1.1,0.413125
1.7,1.2,0.410496
1.7,1.3,0.406908
1.7,1.4,0.404922
1.7,1.5,0.40088
1.7,1.6,0.389096
1.7,1.7,0.398628
1.7,1.8,0.399122
1.7,1.9,0.390762
1.7,2.,0.385775
1.7,2.1,0.382763
1.7,2.2,0.37645
1.7,2.3,0.385527
1.7,2.4,0.391747
1.7,2.5,0.400166
1.7,2.6,0.40437
1.7,2.7,0.406738
1.7,2.8,0.406194
1.7,2.9,0.405918
1.7,3.,0.402407
1.8,0.,1.
1.8,0.1,0.676547
1.8,0.2,0.611911
1.8,0.3,0.5902
1.8,0.4,0.561051
1.8,0.5,0.537777
1.8,0.6,0.502795
1.8,0.7,0.473522
1.8,0.8,0.460674
1.8,0.9,0.455598
1.8,1.,0.444097
1.8,1.1,0.426867
1.8,1.2,0.417216
1.8,1.3,0.413847
1.8,1.4,0.409851
1.8,1.5,0.413093
1.8,1.6,0.404871
1.8,1.7,0.389736
1.8,1.8,0.400551
1.8,1.9,0.400086
1.8,2.,0.393906
1.8,2.1,0.391303
1.8,2.2,0.388261
1.8,2.3,0.386857
1.8,2.4,0.390603
1.8,2.5,0.398116
1.8,2.6,0.406193
1.8,2.7,0.411844
1.8,2.8,0.415924
1.8,2.9,0.422352
1.8,3.,0.426502
1.9,0.,1.
1.9,0.1,0.689685
1.9,0.2,0.623873
1.9,0.3,0.603656
1.9,0.4,0.584207
1.9,0.5,0.564428
1.9,0.6,0.532444
1.9,0.7,0.497748
1.9,0.8,0.483804
1.9,0.9,0.469849
1.9,1.,0.464582
1.9,1.1,0.442932
1.9,1.2,0.424736
1.9,1.3,0.416602
1.9,1.4,0.417098
1.9,1.5,0.420795
1.9,1.6,0.418612
1.9,1.7,0.410283
1.9,1.8,0.391428
1.9,1.9,0.403847
1.9,2.,0.402655
1.9,2.1,0.399497
1.9,2.2,0.396739
1.9,2.3,0.394698
1.9,2.4,0.395977
1.9,2.5,0.399432
1.9,2.6,0.406116
1.9,2.7,0.410676
1.9,2.8,0.4145
1.9,2.9,0.427351
1.9,3.,0.429079
2.,0.,1.
2.,0.1,0.702678
2.,0.2,0.634089
2.,0.3,0.611877
2.,0.4,0.600512
2.,0.5,0.58255
2.,0.6,0.55788
2.,0.7,0.523045
2.,0.8,0.509144
2.,0.9,0.488092
2.,1.,0.479164
2.,1.1,0.46376
2.,1.2,0.442934
2.,1.3,0.423502
2.,1.4,0.421912
2.,1.5,0.422326
2.,1.6,0.427322
2.,1.7,0.422562
2.,1.8,0.411427
2.,1.9,0.392824
2.,2.,0.408032
2.,2.1,0.405907
2.,2.2,0.406878
2.,2.3,0.401037
2.,2.4,0.401957
2.,2.5,0.404928
2.,2.6,0.409073
2.,2.7,0.423583
2.,2.8,0.416603
2.,2.9,0.422913
2.,3.,0.429386
2.1,0.,1.
2.1,0.1,0.715284
2.1,0.2,0.643249
2.1,0.3,0.61883
2.1,0.4,0.611083
2.1,0.5,0.597005
2.1,0.6,0.578212
2.1,0.7,0.545404
2.1,0.8,0.529321
2.1,0.9,0.510707
2.1,1.,0.496081
2.1,1.1,0.479684
2.1,1.2,0.463175
2.1,1.3,0.441154
2.1,1.4,0.424395
2.1,1.5,0.425116
2.1,1.6,0.432523
2.1,1.7,0.430984
2.1,1.8,0.424228
2.1,1.9,0.419365
2.1,2.,0.397179
2.1,2.1,0.413318
2.1,2.2,0.410262
2.1,2.3,0.412919
2.1,2.4,0.403956
2.1,2.5,0.407815
2.1,2.6,0.411202
2.1,2.7,0.425776
2.1,2.8,0.432689
2.1,2.9,0.427994
2.1,3.,0.424908
2.2,0.,1.
2.2,0.1,0.727059
2.2,0.2,0.651445
2.2,0.3,0.62373
2.2,0.4,0.618045
2.2,0.5,0.608128
2.2,0.6,0.592039
2.2,0.7,0.563331
2.2,0.8,0.545766
2.2,0.9,0.532601
2.2,1.,0.51619
2.2,1.1,0.500534
2.2,1.2,0.478683
2.2,1.3,0.4504
2.2,1.4,0.431134
2.2,1.5,0.425807
2.2,1.6,0.431407
2.2,1.7,0.440393
2.2,1.8,0.432799
2.2,1.9,0.424295
2.2,2.,0.421228
2.2,2.1,0.401917
2.2,2.2,0.418482
2.2,2.3,0.414563
2.2,2.4,0.416707
2.2,2.5,0.407624
2.2,2.6,0.412657
2.2,2.7,0.419934
2.2,2.8,0.432135
2.2,2.9,0.441912
2.2,3.,0.436721
2.3,0.,1.
2.3,0.1,0.737682
2.3,0.2,0.658957
2.3,0.3,0.628746
2.3,0.4,0.623619
2.3,0.5,0.61722
2.3,0.6,0.599656
2.3,0.7,0.577357
2.3,0.8,0.559052
2.3,0.9,0.548615
2.3,1.,0.535285
2.3,1.1,0.521059
2.3,1.2,0.496283
2.3,1.3,0.47915
2.3,1.4,0.455015
2.3,1.5,0.431259
2.3,1.6,0.424776
2.3,1.7,0.444534
2.3,1.8,0.443965
2.3,1.9,0.43297
2.3,2.,0.428367
2.3,2.1,0.423033
2.3,2.2,0.406145
2.3,2.3,0.422025
2.3,2.4,0.417567
2.3,2.5,0.419048
2.3,2.6,0.412927
2.3,2.7,0.418213
2.3,2.8,0.424886
2.3,2.9,0.439249
2.3,3.,0.444783
2.4,0.,1.
2.4,0.1,0.747046
2.4,0.2,0.666276
2.4,0.3,0.6346
2.4,0.4,0.628384
2.4,0.5,0.623269
2.4,0.6,0.60761
2.4,0.7,0.587513
2.4,0.8,0.571454
2.4,0.9,0.560586
2.4,1.,0.551907
2.4,1.1,0.537799
2.4,1.2,0.517841
2.4,1.3,0.500499
2.4,1.4,0.479417
2.4,1.5,0.456335
2.4,1.6,0.441508
2.4,1.7,0.426715
2.4,1.8,0.453464
2.4,1.9,0.446153
2.4,2.,0.432823
2.4,2.1,0.429251
2.4,2.2,0.424922
2.4,2.3,0.410015
2.4,2.4,0.423901
2.4,2.5,0.419965
2.4,2.6,0.424208
2.4,2.7,0.41552
2.4,2.8,0.423674
2.4,2.9,0.429404
2.4,3.,0.44545
2.5,0.,1.
2.5,0.1,0.755223
2.5,0.2,0.673753
2.5,0.3,0.640609
2.5,0.4,0.63165
2.5,0.5,0.627543
2.5,0.6,0.615492
2.5,0.7,0.594593
2.5,0.8,0.581074
2.5,0.9,0.570763
2.5,1.,0.563887
2.5,1.1,0.552176
2.5,1.2,0.537223
2.5,1.3,0.521914
2.5,1.4,0.502758
2.5,1.5,0.479789
2.5,1.6,0.456768
2.5,1.7,0.445997
2.5,1.8,0.44018
2.5,1.9,0.456454
2.5,2.,0.448084
2.5,2.1,0.428123
2.5,2.2,0.430122
2.5,2.3,0.426082
2.5,2.4,0.413557
2.5,2.5,0.427344
2.5,2.6,0.422602
2.5,2.7,0.42592
2.5,2.8,0.418712
2.5,2.9,0.427172
2.5,3.,0.435291
2.6,0.,1.
2.6,0.1,0.762375
2.6,0.2,0.681497
2.6,0.3,0.646335
2.6,0.4,0.633946
2.6,0.5,0.630806
2.6,0.6,0.621851
2.6,0.7,0.600563
2.6,0.8,0.589081
2.6,0.9,0.577895
2.6,1.,0.572073
2.6,1.1,0.562415
2.6,1.2,0.553215
2.6,1.3,0.541742
2.6,1.4,0.529178
2.6,1.5,0.499876
2.6,1.6,0.4809
2.6,1.7,0.458433
2.6,1.8,0.456975
2.6,1.9,0.459791
2.6,2.,0.457694
2.6,2.1,0.451128
2.6,2.2,0.434271
2.6,2.3,0.432255
2.6,2.4,0.426943
2.6,2.5,0.41693
2.6,2.6,0.428576
2.6,2.7,0.425819
2.6,2.8,0.427178
2.6,2.9,0.421567
2.6,3.,0.432538
2.7,0.,1.
2.7,0.1,0.768695
2.7,0.2,0.68946
2.7,0.3,0.651762
2.7,0.4,0.636597
2.7,0.5,0.633551
2.7,0.6,0.627307
2.7,0.7,0.60737
2.7,0.8,0.595103
2.7,0.9,0.584465
2.7,1.,0.577674
2.7,1.1,0.572571
2.7,1.2,0.563746
2.7,1.3,0.556307
2.7,1.4,0.542522
2.7,1.5,0.524014
2.7,1.6,0.498614
2.7,1.7,0.478684
2.7,1.8,0.46322
2.7,1.9,0.475699
2.7,2.,0.470232
2.7,2.1,0.458712
2.7,2.2,0.45319
2.7,2.3,0.436968
2.7,2.4,0.433278
2.7,2.5,0.428506
2.7,2.6,0.420183
2.7,2.7,0.428638
2.7,2.8,0.428918
2.7,2.9,0.430651
2.7,3.,0.42543
2.8,0.,1.
2.8,0.1,0.774352
2.8,0.2,0.697521
2.8,0.3,0.657105
2.8,0.4,0.639545
2.8,0.5,0.636507
2.8,0.6,0.631307
2.8,0.7,0.6144
2.8,0.8,0.599012
2.8,0.9,0.589935
2.8,1.,0.584026
2.8,1.1,0.578924
2.8,1.2,0.571406
2.8,1.3,0.566276
2.8,1.4,0.551959
2.8,1.5,0.541509
2.8,1.6,0.522494
2.8,1.7,0.498043
2.8,1.8,0.475504
2.8,1.9,0.46773
2.8,2.,0.489565
2.8,2.1,0.478313
2.8,2.2,0.46065
2.8,2.3,0.453267
2.8,2.4,0.440064
2.8,2.5,0.434659
2.8,2.6,0.43049
2.8,2.7,0.424072
2.8,2.8,0.431402
2.8,2.9,0.432493
2.8,3.,0.435055
2.9,0.,1.
2.9,0.1,0.779482
2.9,0.2,0.705538
2.9,0.3,0.662552
2.9,0.4,0.642873
2.9,0.5,0.639072
2.9,0.6,0.633842
2.9,0.7,0.620881
2.9,0.8,0.603478
2.9,0.9,0.595928
2.9,1.,0.589479
2.9,1.1,0.584277
2.9,1.2,0.5778
2.9,1.3,0.572854
2.9,1.4,0.563242
2.9,1.5,0.55293
2.9,1.6,0.537811
2.9,1.7,0.521194
2.9,1.8,0.49741
2.9,1.9,0.476695
2.9,2.,0.491299
2.9,2.1,0.497508
2.9,2.2,0.483607
2.9,2.3,0.463709
2.9,2.4,0.458026
2.9,2.5,0.442442
2.9,2.6,0.436427
2.9,2.7,0.433328
2.9,2.8,0.428535
2.9,2.9,0.434676
2.9,3.,0.436089
3.,0.,1.
3.,0.1,0.784183
3.,0.2,0.713388
3.,0.3,0.668159
3.,0.4,0.646726
3.,0.5,0.641005
3.,0.6,0.636353
3.,0.7,0.626134
3.,0.8,0.608479
3.,0.9,0.600959
3.,1.,0.593415
3.,1.1,0.587402
3.,1.2,0.583185
3.,1.3,0.578408
3.,1.4,0.572076
3.,1.5,0.549945
3.,1.6,0.537763
3.,1.7,0.535708
3.,1.8,0.521266
3.,1.9,0.498322
3.,2.,0.480258
3.,2.1,0.508182
3.,2.2,0.502426
3.,2.3,0.488094
3.,2.4,0.466585
3.,2.5,0.460565
3.,2.6,0.444558
3.,2.7,0.439255
3.,2.8,0.436033
3.,2.9,0.432935
3.,3.,0.439565
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
0.5,1.,4999.99
